Description,Country,Weather,Time of Day,Season,Activity,Mood/Emotion,student_id
The Eiffel Tower stands as an iconic symbol of Paris surrounded by trees and radiating charm and wonder. I chose this place because it feels like a dream I hope will come true,France,Cloudy,Afternoon,Spring,Sightseeing,Excitement,1211642
Burj Khalifa surrounded by lights and people. I chose this place because it symbolizes human ambition and the thrill of seeing the tall buildings.,United Arab Emirates,Cloudy,Evening,Winter,Sightseeing,Happiness,1211642
"A peaceful autumn scene at Inokashira Park in Tokyo, with a calm lake, vibrant fall trees, and clear blue sky. I chose this destination as it is perfect for quiet reflection and enjoying nature.",Japan,Sunny,Afternoon,Fall,Relaxing,Romance,1211642
"A peaceful hiking trail in Collserola Natural Park near Barcelona, surrounded by green forests and gentle hills. I chose this place because it's a quiet natural escape, perfect for experiencing nature.",Spain,Sunny,Morning,Spring,Hiking,Adventure,1211642
"Hallstatt, a picturesque lakeside village framed by snow-covered Alps mountains. I chose this place as it is famed for its stunning natural beauty and charming architecture.",Austria,Snowy,Evening,Winter,Sightseeing,Excitement,1211642
"A colorful, narrow Mediterranean street lined with outdoor caf� tables, blue awnings. I chose this place because it looks peaceful, warm, and inviting, a perfect spot to relax and explore.",Greece,Sunny,Afternoon,Summer,Relaxing,Curiosity,1211642
"This image captures a rainy day in Eski?ehir, Turkey, with people walking along a modern street lined with shops and tram tracks. I chose this place for its vibrant urban life and unique blend of modern cityscapes with cultural charm.",Turkey,Rainy,Afternoon,Fall,Walking,Nostalgia,1211642
"A stunning overwater resort surrounded by crystal-clear turquoise waters, showcasing the iconic tropical scenery. I chose this place because it is a world-famous luxury getaway.",Maldives,Sunny,Morning,Summer,Walking,Romance,1211642
"A clear view of the Kaaba in Masjid al-Haram, surrounded by worshippers in prayer. I chose this destination because it is a deeply sacred religious site and visiting it has always been one of my biggest dreams.",Saudi Arabia,Sunny,Afternoon,Summer,Pilgrimage,Happiness,1211642
"The Dome of the Rock, an iconic Islamic shrine in Jerusalem, is famous for its golden dome and intricate blue tiles. I chose it because of its spiritual importance, rich history, and architectural beauty.",Palestine,Sunny,Afternoon,Fall,Sightseeing,Nostalgia,1211642
A view of the Dome of the Rock with the Church of the Holy Sepulchre behind it.,Jerusalem,Sunny,Afternoon,Summer,Sightseeing,Calm,1211968
Tokyo Tower standing above the city.,Tokyo/Japan,Sunny,Afternoon,Spring,Sightseeing,Curiosity,1211968
Masjid Sultan � a beautiful mosque known for its golden dome and historic charm.,Singapore,Not Clear,Afternoon,Not Clear,Sightseeing,Calm,1211968
A peaceful nature view with green valleys and mountains,Switzerland,Cloudy,Afternoon,Spring,Relaxing,Happiness,1211968
"A scenic view of Como city from Baradello Castle, overlooking the lake and surrounding hills.",Italy,Clear,Afternoon,Spring,Sightseeing,Happiness,1211968
"A view of Mal�, the capital of the Maldives, known for its colorful buildings and island atmosphere.",Maldives,Sunny,Afternoon,Spring,Sightseeing,Adventure,1211968
The Pyramids of Giza in Egypt � one of the world�s most iconic ancient landmarks.,Egypt,Sunny,Afternoon,Summer,Sightseeing,Adventure,1211968
"The red desert dunes of Djanet, Algeria � a stunning natural landscape with warm desert colors.",Algeria,Sunny,Afternoon,Not Clear,Exploring,Adventure,1211968
The Northern Lights glowing above Bear Lake at Eielson Air Force Base in Alaska.,"North Pole, Alaska",Cloudy,Evening,Winter,Sightseeing,Curiosity,1211968
"The Giant Forest in California, home to massive sequoia trees and one of the most impressive natural landscapes.","California, USA",Sunny,Afternoon,Not Clear,Exploring,Curiosity,1211968
"I chose Dome of the Rock because it is holy and in my heart. I feel natural love and longing to visit it, even though occupation stops us.",Palestine,Sunny,Morning,Spring,Worship,Nostalgia,1211974
I chose the Eiffel Tower because it�s iconic and full of charm. The lights at night make me feel excited to explore.,France,Cloudy,Evening,Fall,Sightseeing,Excitement,1211974
"I chose Cappadocia because the hot air balloons at sunrise look magical. I dream of being there, feeling free in the sky.",Turkey,Sunny,Morning,Summer,Sightseeing,Adventure,1211974
"I chose Sydney because it feels alive and full of energy. The mix of water, buildings, and landmarks makes me want to discover more.",Australia,Sunny,Afternoon,Summer,Sightseeing,Excitement,1211974
I chose Verona because it feels full of history and soul. The river and sunset make me imagine quiet walks and old stories.,Italy,Cloudy,Evening,Fall,Relaxing,Nostalgia,1211974
I chose Dubai Miracle Garden because it looks like a fairytale. The flower houses and colors are creative and peaceful.,United Arab Emirates,Sunny,Afternoon,Spring,Relaxing,Happiness,1211974
I chose the Maldives because the sea and wooden path make me feel calm. It looks like the perfect escape to rest and breathe.,Maldives,Sunny,Afternoon,Summer,Relaxing,Happiness,1211974
I chose Hallstatt because it looks peaceful and quiet. The lake and mountains make me feel like I�m in a storybook.,Austria,Cloudy,Morning,Spring,Relaxing,Curiosity,1211974
I chose Peterhof Palace because it looks royal and full of history. The fountains and gold statues make me feel amazed.,Russia,Sunny,Afternoon,Summer,Sightseeing,Curiosity,1211974
I chose the Louvre Museum because it mixes history and art. The sunset and quiet view make me feel calm and inspired.,France,Cloudy,Evening,Fall,Sightseeing,Curiosity,1211974
"Eiffel tower:One of the most famous landmarks in the world.This place represents beauty, art, and romance, and it�s a symbol of Paris. Its unique design and stunning views make it a dream destination for many people.",France,Sunny,Afternoon,Spring,Sightseeing,Romance,1212072
The Maldives is a peaceful tropical paradise with clear blue water and white sandy beaches,Maldives,Sunny,Evening,Summer,Relaxing,Happiness,1212072
Kaaba:The sacred cube-shaped building in Makkah that Muslims face during prayers.,Saudi Arabia,Cloudy,Afternoon,Fall,Relaxing,Nostalgia,1212072
Mount Fuji: Iconic volcanic mountain with popular hiking trails to the summit.,Japan,Snowy,Morning,winter,Hiking,Adventure,1212072
Niagara Falls is a famous group of massive waterfalls known for its breathtaking beauty and powerful flow,United States,Cloudy,Afternoon,winter,Sightseeing,Excitement,1212072
"The Gobi Desert: is a vast, arid landscape , known for its sand dunes, rocky terrain, and extreme temperatures.",China and Mongolia,Sunny,Evening,Summer,Hiking,Adventure,1212072
"The Pyramids of Egypt: are ancient monumental tombs in Giza, built as grand burial sites for pharaohs, showcasing incredible architectural skill.",Egypt,Cloudy,Afternoon,Spring,Sightseeing,Curiosity,1212072
"Jaffa :is an ancient port city known for its historic streets, vibrant markets, and beautiful views of the Mediterranean Sea.",Palestine,Sunny,Evening,Fall,Relaxing,Happiness,1212072
"Lapland is a snowy wonderland in the Arctic, famous for the northern lights, reindeer rides, and vast winter landscapes.",Finland,Snowy,Evening,winter,Sightseeing,Romance,1212072
"The Black Sand Beach: is a striking shoreline with black volcanic sand, dramatic basalt columns, and powerful Atlantic waves.",Iceland,Sunny,Morning,Summer,Relaxing,Adventure,1212072
"The holiest place in Islam, chosen because it feels peaceful and meaningful to visit",Saudi Arabia,Sunny,Afternoon,Summer,Pilgrimage,Spirituality,1212359
"The second holiest place in Islam, chosen for its strong spiritual atmosphere and importance",Saudi Arabia,Sunny,Afternoon,Summer,Worship,Happiness,1212359
"A famous Islamic landmark with a golden dome, chosen for its deep history and religious value.",Palestine,Rainy,Evening,Winter,Worship,Curiosity,1212359
"A major Islamic site mentioned in the Quran and Sunnah, chosen because of its great significance.",Palestine,Sunny,Morning,Spring,Worship,Nostalgia,1212359
"A beautiful example of Islamic Andalusian architecture, chosen for its rich history and stunning design.",Spain,Clear,Afternoon,Spring,Cultural Visit,Curiosity,1212359
"A natural place with mountains and lakes, chosen because it feels calm and refreshing.",Chile,Cloudy,Afternoon,Summer,Hiking,Adventure,1212359
"A powerful and huge waterfall, chosen because I read many exciting stories about it",Zambia,Cloudy,Evening,Spring,Sightseeing,Excitement,1212359
"A peaceful mountain area with green valleys, chosen because it gives a relaxing feeling.",Italy,Cloudy,Afternoon,Spring,Sightseeing,Adventure,1212359
